team_id,team,conference,games,wins,losses,win_pct,avg_margin,ppg_for,ppg_against,pyth_win_pct,luck_overperformance,close_share_5,close_win_pct_5,close_games_5,close_wins_5,close_losses_5,adj_em
197,Oklahoma State Cowboys,Big 12 Conference,25.0,16.0,9.0,0.64,3.4,84.72,81.32,0.6156290986190592,0.02437090138094078,0.2,0.6,5.0,3.0,2.0,3.4
2463,Cal State Northridge Matadors,Big West Conference,26.0,16.0,10.0,0.6153846153846154,3.0,82.0,79.0,0.6055443375281184,0.009840277856496993,0.15384615384615385,1.0,4.0,4.0,0.0,3.0
24,Stanford Cardinal,Atlantic Coast Conference,26.0,16.0,10.0,0.6153846153846154,2.8846153846153846,75.42307692307692,72.53846153846153,0.6102725886579629,0.005112026726652563,0.34615384615384615,0.6666666666666666,9.0,6.0,3.0,2.8846153846153846
2217,Fairfield Stags,Metro Atlantic Athletic Conference,27.0,16.0,11.0,0.5925925925925926,2.7037037037037037,75.55555555555556,72.85185185185185,0.6032590331299348,-0.010666440537342226,0.37037037037037035,0.7,10.0,7.0,3.0,2.7037037037037037
45,George Washington Revolutionaries,Atlantic 10 Conference,26.0,15.0,11.0,0.5769230769230769,10.153846153846153,83.1923076923077,73.03846153846153,0.8171176779593178,-0.2401946010362409,0.3076923076923077,0.25,8.0,2.0,6.0,10.153846153846153
147,Montana State Bobcats,Big Sky Conference,26.0,15.0,11.0,0.5769230769230769,7.038461538461538,77.76923076923077,70.73076923076923,0.748560478778437,-0.17163740185536014,0.4230769230769231,0.36363636363636365,11.0,4.0,7.0,7.038461538461538
2184,Duquesne Dukes,Atlantic 10 Conference,25.0,15.0,10.0,0.6,5.96,82.4,76.44,0.7033730573102895,-0.10337305731028956,0.2,0.4,5.0,2.0,3.0,5.96
171,Columbia Lions,Ivy League,24.0,15.0,9.0,0.625,5.75,78.25,72.5,0.7063466384514292,-0.0813466384514292,0.20833333333333334,0.8,5.0,4.0,1.0,5.75
36,Colorado State Rams,Mountain West Conference,25.0,15.0,10.0,0.6,5.64,75.96,70.32,0.7083186811429907,-0.1083186811429907,0.16,0.25,4.0,1.0,3.0,5.64
82,UIC Flames,Missouri Valley Conference,27.0,15.0,12.0,0.5555555555555556,5.333333333333333,75.07407407407408,69.74074074074075,0.7000302904193477,-0.14447473486379214,0.2962962962962963,0.5,8.0,4.0,4.0,5.333333333333333
2166,Davidson Wildcats,Atlantic 10 Conference,25.0,15.0,10.0,0.6,5.24,73.92,68.68,0.6996311398796116,-0.09963113987961159,0.16,0.75,4.0,3.0,1.0,5.24
68,Boise State Broncos,Mountain West Conference,25.0,15.0,10.0,0.6,4.76,79.32,74.56,0.670774598062712,-0.07077459806271202,0.4,0.5,10.0,5.0,5.0,4.76
249,North Texas Mean Green,American Conference,26.0,15.0,11.0,0.5769230769230769,4.461538461538462,70.61538461538461,66.15384615384616,0.6792979884191399,-0.10237491149606304,0.46153846153846156,0.5,12.0,6.0,6.0,4.461538461538462
2115,Central Connecticut Blue Devils,Northeast Conference,25.0,15.0,10.0,0.6,4.36,75.08,70.72,0.6655211176994593,-0.06552111769945934,0.16,0.75,4.0,3.0,1.0,4.36
183,Syracuse Orange,Atlantic Coast Conference,26.0,15.0,11.0,0.5769230769230769,4.346153846153846,76.5,72.15384615384616,0.662093312556093,-0.08517023563301618,0.2692307692307692,0.42857142857142855,7.0,3.0,4.0,4.346153846153846
